question,sql
How many times was 2024.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2024.0' GROUP BY player_of_match;"
How many times was 267.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '267.0' GROUP BY player_of_match;"
How many times was 1437.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1437.0' GROUP BY player_of_match;"
How many times was 228.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '228.0' GROUP BY player_of_match;"
How many times was 35.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '35.0' GROUP BY player_of_match;"
How many times was 1849.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1849.0' GROUP BY player_of_match;"
How many times was 2719.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2719.0' GROUP BY player_of_match;"
How many times was 2768.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2768.0' GROUP BY player_of_match;"
How many times was 3100.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3100.0' GROUP BY player_of_match;"
How many times was 590.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '590.0' GROUP BY player_of_match;"
How many times was 3156.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3156.0' GROUP BY player_of_match;"
How many times was 41.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '41.0' GROUP BY player_of_match;"
How many times was 44.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '44.0' GROUP BY player_of_match;"
How many times was 2745.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2745.0' GROUP BY player_of_match;"
How many times was 230.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '230.0' GROUP BY player_of_match;"
How many times was 1416.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1416.0' GROUP BY player_of_match;"
How many times was 332.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '332.0' GROUP BY player_of_match;"
How many times was 2662.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2662.0' GROUP BY player_of_match;"
How many times was 23.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '23.0' GROUP BY player_of_match;"
How many times was 241.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '241.0' GROUP BY player_of_match;"
How many times was 1580.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1580.0' GROUP BY player_of_match;"
How many times was 2700.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2700.0' GROUP BY player_of_match;"
How many times was 73.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '73.0' GROUP BY player_of_match;"
How many times was 186.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '186.0' GROUP BY player_of_match;"
How many times was 2825.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2825.0' GROUP BY player_of_match;"
How many times was 1327.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1327.0' GROUP BY player_of_match;"
How many times was 1581.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1581.0' GROUP BY player_of_match;"
How many times was 4047.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4047.0' GROUP BY player_of_match;"
How many times was 4119.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4119.0' GROUP BY player_of_match;"
How many times was 1119.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1119.0' GROUP BY player_of_match;"
How many times was 10.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '10.0' GROUP BY player_of_match;"
How many times was 4097.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4097.0' GROUP BY player_of_match;"
How many times was 59.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '59.0' GROUP BY player_of_match;"
How many times was 66.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '66.0' GROUP BY player_of_match;"
How many times was 49.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '49.0' GROUP BY player_of_match;"
How many times was 1421.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1421.0' GROUP BY player_of_match;"
How many times was 184.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '184.0' GROUP BY player_of_match;"
How many times was 163.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '163.0' GROUP BY player_of_match;"
How many times was 2227.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2227.0' GROUP BY player_of_match;"
How many times was 4071.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4071.0' GROUP BY player_of_match;"
How many times was 182.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '182.0' GROUP BY player_of_match;"
How many times was 400.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '400.0' GROUP BY player_of_match;"
How many times was 3495.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3495.0' GROUP BY player_of_match;"
How many times was 4664.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4664.0' GROUP BY player_of_match;"
How many times was 5976.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5976.0' GROUP BY player_of_match;"
How many times was 4098.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4098.0' GROUP BY player_of_match;"
How many times was 4212.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4212.0' GROUP BY player_of_match;"
How many times was 5986.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5986.0' GROUP BY player_of_match;"
How many times was 6717.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6717.0' GROUP BY player_of_match;"
How many times was 5980.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5980.0' GROUP BY player_of_match;"
How many times was 1377.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1377.0' GROUP BY player_of_match;"
How many times was 3284.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3284.0' GROUP BY player_of_match;"
How many times was 1286.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1286.0' GROUP BY player_of_match;"
How many times was 2349.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2349.0' GROUP BY player_of_match;"
How many times was 5935.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5935.0' GROUP BY player_of_match;"
How many times was 2701.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2701.0' GROUP BY player_of_match;"
How many times was 6017.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6017.0' GROUP BY player_of_match;"
How many times was 72.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '72.0' GROUP BY player_of_match;"
How many times was 6798.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6798.0' GROUP BY player_of_match;"
How many times was 5343.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5343.0' GROUP BY player_of_match;"
How many times was 3230.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3230.0' GROUP BY player_of_match;"
How many times was 6730.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6730.0' GROUP BY player_of_match;"
How many times was 1436.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1436.0' GROUP BY player_of_match;"
How many times was 6550.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6550.0' GROUP BY player_of_match;"
How many times was 4104.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4104.0' GROUP BY player_of_match;"
How many times was 6657.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6657.0' GROUP BY player_of_match;"
How many times was 4960.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4960.0' GROUP BY player_of_match;"
How many times was 4320.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '4320.0' GROUP BY player_of_match;"
How many times was 360.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '360.0' GROUP BY player_of_match;"
How many times was 5349.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '5349.0' GROUP BY player_of_match;"
How many times was 3388.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '3388.0' GROUP BY player_of_match;"
How many times was 1396.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '1396.0' GROUP BY player_of_match;"
How many times was 6999.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6999.0' GROUP BY player_of_match;"
How many times was 6245.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6245.0' GROUP BY player_of_match;"
How many times was 2766.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '2766.0' GROUP BY player_of_match;"
How many times was 8372.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8372.0' GROUP BY player_of_match;"
How many times was 8312.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8312.0' GROUP BY player_of_match;"
How many times was 8383.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8383.0' GROUP BY player_of_match;"
How many times was 308.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '308.0' GROUP BY player_of_match;"
How many times was 34.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '34.0' GROUP BY player_of_match;"
How many times was 6739.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6739.0' GROUP BY player_of_match;"
How many times was 8305.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8305.0' GROUP BY player_of_match;"
How many times was 8007.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8007.0' GROUP BY player_of_match;"
How many times was 8945.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8945.0' GROUP BY player_of_match;"
How many times was 6033.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '6033.0' GROUP BY player_of_match;"
How many times was 8191.0 awarded player of the match?,"SELECT player_of_match, COUNT(*) as awards FROM matches WHERE player_of_match = '8191.0' GROUP BY player_of_match;"
